Policy_document_id,Title,"Translated title","Document type","Source title","Source country","Source state","Source type","Source subtype",Published_on,"Policy citations (excl. same source)","Policy citations (inc. same source)","Document URL","Overton URL","Source specific tags","Your tags","Top topics",Languages,"Policy authors","Related to SDGs","Document theme"
vtise-52e6b0e7387555b2ca964ca857dc6f00,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,government,,2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=761&pid=diva2%3A1720026&c=373&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-52e6b0e7387555b2ca964ca857dc6f00,,,"Speed limit|Truck|Risk",swe,,
vtise-a77fc22e1ac5e630cbd178873c9a595b,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,government,,2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=4798&pid=diva2%3A1720026&c=455&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-a77fc22e1ac5e630cbd178873c9a595b,,,"Speed limit|Truck|Risk",swe,,
vtise-a53f3c84a9ecfa94b4ea040a10e26d6e,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,government,,2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-423&pid=diva2%3A1720026&c=549&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-a53f3c84a9ecfa94b4ea040a10e26d6e,,,"Speed limit|Truck|Risk",swe,,
vtise-954528545f5db1ca74127761c4da18a8,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,government,,2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=683&pid=diva2%3A1720026&c=737&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-954528545f5db1ca74127761c4da18a8,,,"Speed limit|Truck|Risk",swe,,
vtise-a19b2af0e9cc574b5968522070cdc3e4,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,government,,2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=932&pid=diva2%3A1720026&c=1050&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-a19b2af0e9cc574b5968522070cdc3e4,,,"Speed limit|Truck|Risk",swe,,
vtise-32771ba7cfab38a5baa8be919d67f88d,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,government,,2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-6094&pid=diva2%3A1720026&c=1134&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-32771ba7cfab38a5baa8be919d67f88d,,,"Speed limit|Truck|Risk",swe,,
vtise-43b4619c9bcd7e40608be489536924a7,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,government,,2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-1416&pid=diva2%3A1720026&c=1133&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-43b4619c9bcd7e40608be489536924a7,,,"Speed limit|Truck|Risk",swe,,
vtise-a410fdd92eb06fbbd6128242c9b37311,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,government,,2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-3417&pid=diva2%3A1720026&c=1188&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-a410fdd92eb06fbbd6128242c9b37311,,,"Speed limit|Truck|Risk",swe,,
vtise-cd281290e642734122db1e81568868c6,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,government,,2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=5742&pid=diva2%3A1720026&c=1068&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-cd281290e642734122db1e81568868c6,,,"Speed limit|Truck|Risk",swe,,
governmentofindonesia-ebaff4275ef49697eff9fb5f7045aabe,"Versi EnglishPaper The Implementation of the Potensia Apps for Online Psychological Assessment during the Pandemic for Highschool Students in West Sumatra",,"Scholarly article","Government of Indonesia",Indonesia,,government,,2022-11-30,0,0,http://download.garuda.kemdikbud.go.id/article.php?article=3274114&val=28749&title=The%20Implementation%20of%20the%20Potensia%20Apps%20for%20Online%20Psychological%20Assessment%20during%20the%20Pandemic%20for%20Highschool%20Students%20in%20West%20Sumatra,https://app.overton.io/document.php?policy_document_id=governmentofindonesia-ebaff4275ef49697eff9fb5f7045aabe,,,"School counselor|Psychology|Counseling psychology",eng,"Ministry of Education and Culture",
europa-21b9a0138a47052832bfa6b72450a30c,"Transport poverty : a systematic literature review in Europe.",,Publication,"Publications Office of the European Union",EU,,government,,2022-11-18,2,3,https://op.europa.eu/en/publication-detail/-/publication/0422e50e-6a35-11ed-b14f-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-21b9a0138a47052832bfa6b72450a30c,,,"Cost of living|Poverty|Gender mainstreaming",eng,"Joint Research Centre (European Commission)|Mejía Dorantes, L|Murauskaite-Bull, I","SDG 1: No Poverty"
jointresearcheu-fe844861c32571b4f90bdc5567b7046b,"Transport Poverty: A systematic literature review in Europe",,Publication,"Joint Research Centre",EU,,government,agency,2022-11-16,14,16,https://publications.jrc.ec.europa.eu/repository/handle/JRC129559,https://app.overton.io/document.php?policy_document_id=jointresearcheu-fe844861c32571b4f90bdc5567b7046b,"Energy and transport|Environment and climate change|Health and consumer protection",,"Cost of living|Poverty|Gender mainstreaming",eng,"MEJÍA DORANTES Lucía|MURAUSKAITE-BULL Ingrida","SDG 1: No Poverty"
stateoftennessee-5836e0a5c677dac7b4d35f33230fd429,"Using Big Data and Machine Learning to Evaluate and Rank the Performance of Traffic Signals in Tennessee",,Publication,"State of Tennessee",USA,,government,,2022-10-07,0,1,https://www.tn.gov/content/dam/tn/tdot/long-range-planning/research/final-reports/res2021-final-reports/RES2021-09_Final_Report_Approved.pdf,https://app.overton.io/document.php?policy_document_id=stateoftennessee-5836e0a5c677dac7b4d35f33230fd429,,,"Cluster analysis|Computer network|K-means clustering",eng,,
wcpp-3c16e4cd72f5ad389e07a60afbc31ba1,"International review of effective anti-poverty policies and programmes",,Publication,"Wales Centre for Public Policy",UK,,"think tank",,2022-09-14,4,8,https://wcpp.org.uk/publication/international-review-of-effective-anti-poverty-policies-and-programmes/,https://app.overton.io/document.php?policy_document_id=wcpp-3c16e4cd72f5ad389e07a60afbc31ba1,,,"Demand-responsive transport|Shared transport|Carpool",eng,"Irene Bucelli|Abigail McKnight",
worldbank-9fd54e7c3e077cba056c31902e900c89,"Mobility and Resilience : A Global Assessment of Flood Impacts on Road Transportation Networks",,"Working paper","World Bank",IGO,,igo,"development bank",2022-05-18,0,2,https://openknowledge.worldbank.org/handle/10986/37452,https://app.overton.io/document.php?policy_document_id=worldbank-9fd54e7c3e077cba056c31902e900c89,,,"Flood|Climate resilience|Cluster analysis",eng,"He, Yiyi|Rentschler, Jun|Avner, Paolo|Gao, Jianxi|Yue, Xiangyu|Radke, John",
worldbank-fdecb6f403fb6e9bca5170bcd8b7ca84,"Mobility and Resilience",,"Working paper","World Bank",IGO,,igo,"development bank",2022-05-01,0,0,https://hdl.handle.net/10986/37452,https://app.overton.io/document.php?policy_document_id=worldbank-fdecb6f403fb6e9bca5170bcd8b7ca84,,,"Flood|Climate resilience|Cluster analysis",eng,"He, Yiyi|Rentschler, Jun|Avner, Paolo|Gao, Jianxi|Yue, Xiangyu|Radke, John",
worldbank-bbbc380d409ddf87620a5c5203c7a4a5,"Is a Mile for One a Mile for All? : A Knowledge Synthesis Report on Gender and Mobility (2000–20)",,Publication,"World Bank",IGO,,igo,"development bank",2022-04-29,0,3,https://openknowledge.worldbank.org/handle/10986/37354,https://app.overton.io/document.php?policy_document_id=worldbank-bbbc380d409ddf87620a5c5203c7a4a5,,,"Disability|Public transport|Poverty",eng,"Alam, Muneeza Mehmood|Kurshitashvili, Nato|Dominguez Gonzalez, Karla|Gonzalez Carvajal, Karla|Baruah, Bipasha",
ipeabr-a07d9ffdafe3f955bbc7be237cefb23e,Saúde,Health,Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"think tank",,2022-03-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=b0e6cae4-2cdd-4adc-9b43-a61fdd12df90,https://app.overton.io/document.php?policy_document_id=ipeabr-a07d9ffdafe3f955bbc7be237cefb23e,,,"COVID-19 pandemic|Sistema Único de Saúde|Mental health",por,,
worldbank-26160fc0a96233a26311a2cccdbc1f5a,"Cox's Bazar : Inclusive Growth Diagnostic",,Publication,"World Bank",IGO,,igo,"development bank",2022-01-18,0,6,https://openknowledge.worldbank.org/handle/10986/36841,https://app.overton.io/document.php?policy_document_id=worldbank-26160fc0a96233a26311a2cccdbc1f5a,,,"Rohingya refugees in Bangladesh|Economic growth|Kutupalong refugee camp",eng,,
worldbank-59076c053f833c48f2b9262cc81c2991,"Cox's Bazar",,Publication,"World Bank",IGO,,igo,"development bank",2022-01-14,0,0,https://hdl.handle.net/10986/36841,https://app.overton.io/document.php?policy_document_id=worldbank-59076c053f833c48f2b9262cc81c2991,,,"Rohingya refugees in Bangladesh|Economic growth|Kutupalong refugee camp",eng,,
ipeabr-031c725a70ded349cfc07c4cecb604d3,"Estimativas de acessibilidade a empregos e serviços públicos via transporte ativo, público e privado nas vinte maiores cidades do Brasil no período 2017-2019","Estimates of accessibility to jobs and public services via active, public and private transport in the twenty largest cities in Brazil in the period 2017-2019",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"think tank",,2022-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=f1d4b22c-c7af-4ea7-b9e9-7e3d6d9ffdae,https://app.overton.io/document.php?policy_document_id=ipeabr-031c725a70ded349cfc07c4cecb604d3,,,Data|Traffic|Time,por,,
ipeabr-031c725a70ded349cfc07c4cecb604d3,"Estimativas de acessibilidade a empregos e serviços públicos via transporte ativo, público e privado nas vinte maiores cidades do Brasil no período 2017-2019","Estimates of accessibility to jobs and public services via active, public and private transport in the twenty largest cities in Brazil in the period 2017-2019",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"think tank",,2022-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=f1d4b22c-c7af-4ea7-b9e9-7e3d6d9ffdae,https://app.overton.io/document.php?policy_document_id=ipeabr-031c725a70ded349cfc07c4cecb604d3,,,"Time|Traffic|Public transport",por,,
ipeabr-923a35c2bc2749d1b5740745b32db500,"Políticas Sociais : Acompanhamento e Análise : n. 29, 2022","Social Policies: Monitoring and Analysis: n. 29, 2022",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"think tank",,2022-01-01,0,1,https://www.ipea.gov.br/portal/publicacao-item?id=0f492f60-dc38-4101-8a23-ef72200a6d13,https://app.overton.io/document.php?policy_document_id=ipeabr-923a35c2bc2749d1b5740745b32db500,,,"COVID-19 pandemic|Sistema Único de Saúde|Mental health",por,,
ipeabr-923a35c2bc2749d1b5740745b32db500,"Políticas Sociais : Acompanhamento e Análise : n. 29, 2022","Social Policies: Monitoring and Analysis: n. 29, 2022",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"think tank",,2022-01-01,0,1,https://www.ipea.gov.br/portal/publicacao-item?id=0f492f60-dc38-4101-8a23-ef72200a6d13,https://app.overton.io/document.php?policy_document_id=ipeabr-923a35c2bc2749d1b5740745b32db500,,,"COVID-19 pandemic|Poverty|Bolsa Família",por,,
worldbank-8c9a4b53fb8ac60bbd3b580972408a24,"Is a Mile for One a Mile for All?",,Publication,"World Bank",IGO,,igo,"development bank",2022-01-01,0,4,https://hdl.handle.net/10986/37354,https://app.overton.io/document.php?policy_document_id=worldbank-8c9a4b53fb8ac60bbd3b580972408a24,,,"Disability|Public transport|Poverty",eng,"Alam, Muneeza Mehmood|Kurshitashvili, Nato|Dominguez Gonzalez, Karla|Gonzalez Carvajal, Karla|Baruah, Bipasha",
stateofcatalunya-b2d7762f2b9af2677ad1e5605d17bdb0,"Long-term exposure to PM10 above WHO guidelines exacerbates COVID-19 severity and mortality",,"Scholarly article","Generalitat de Catalunya",Spain,,government,,2021-12-10,0,0,https://scientiasalut.gencat.cat/bitstream/handle/11351/9623/long_term_exposure_pm10_above_who_guidelines_exacerbates_covid_19_severity_and_mortality_2022.pdf?sequence=1&isAllowed=y,https://app.overton.io/document.php?policy_document_id=stateofcatalunya-b2d7762f2b9af2677ad1e5605d17bdb0,,,"Regression analysis|Air pollution|COVID-19 pandemic",eng,,
europa-6824596dcb11599e10825d3d179e11e3,"Support study for the evaluation of Regulation (EU) N° 1315/2013 on Union guidelines for the development of the trans-European transport network . Annex to final report, Case study 5 : high-speed rail and the European long-distance passenger network.",,Publication,"Publications Office of the European Union",EU,,government,,2021-11-22,0,0,https://op.europa.eu/en/publication-detail/-/publication/af63e4a5-4c1b-11ec-91ac-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-6824596dcb11599e10825d3d179e11e3,,,"Demand|High-speed rail|Rail transport",eng,"Directorate-General for Mobility and Transport (European Commission)|FGM-AMOR|Optimity Advisors|Tetra Tech International Development|TIS",
worldbank-ccab132c87e58cd030ce24a6c433cfab,"Building an Equitable Society in Colombia",,Publication,"World Bank",IGO,,igo,"development bank",2021-11-10,10,13,https://openknowledge.worldbank.org/handle/10986/36535,https://app.overton.io/document.php?policy_document_id=worldbank-ccab132c87e58cd030ce24a6c433cfab,,,"Economic inequality|Labour economics|Poverty",eng,,
vtise-703c856f9bc2d59e44e4d21a85b705d5,"Förändringar i transportrelaterad välfärd och myndighetsförtroende : en studie om personer som fått sitt körkort återkallat på grund av synfältsbortfall","Changes in transport-related well-being and trust in authorities: a study of people with impaired vision",Publication,VTI,Sweden,,government,,2021-10-28,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=932&pid=diva2%3A1617036&c=1392&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-703c856f9bc2d59e44e4d21a85b705d5,,,"Content analysis|Health|Disability",swe,,
vtise-2ff8b85b125ec60dd539dbcbb6173e6a,"Förändringar i transportrelaterad välfärd och myndighetsförtroende : en studie om personer som fått sitt körkort återkallat på grund av synfältsbortfall","Changes in transport-related well-being and trust in authorities: a study of people with impaired vision",Publication,VTI,Sweden,,government,,2021-10-28,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-6094&pid=diva2%3A1617036&c=1476&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-2ff8b85b125ec60dd539dbcbb6173e6a,,,"Content analysis|Health|Disability",swe,,
vtise-377d1e17308f84ac76a9bc0350834dc5,"Förändringar i transportrelaterad välfärd och myndighetsförtroende : en studie om personer som fått sitt körkort återkallat på grund av synfältsbortfall","Changes in transport-related well-being and trust in authorities: a study of people with impaired vision",Publication,VTI,Sweden,,government,,2021-10-28,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=4798&pid=diva2%3A1617036&c=797&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-377d1e17308f84ac76a9bc0350834dc5,,,"Content analysis|Health|Disability",swe,,
vtise-5c304a42f97c9ab9f2c4f54e57e22967,"Förändringar i transportrelaterad välfärd och myndighetsförtroende : en studie om personer som fått sitt körkort återkallat på grund av synfältsbortfall","Changes in transport-related well-being and trust in authorities: a study of people with impaired vision",Publication,VTI,Sweden,,government,,2021-10-28,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-1416&pid=diva2%3A1617036&c=1475&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-5c304a42f97c9ab9f2c4f54e57e22967,,,"Content analysis|Health|Disability",swe,,
vtise-6710d81b03ea079be2579a4df87cc9fe,"Förändringar i transportrelaterad välfärd och myndighetsförtroende : en studie om personer som fått sitt körkort återkallat på grund av synfältsbortfall","Changes in transport-related well-being and trust in authorities: a study of people with impaired vision",Publication,VTI,Sweden,,government,,2021-10-28,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-423&pid=diva2%3A1617036&c=891&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-6710d81b03ea079be2579a4df87cc9fe,,,"Content analysis|Health|Disability",swe,,
vtise-f6f583af6ac62fc6dc9ac4ed909ec8e2,"Förändringar i transportrelaterad välfärd och myndighetsförtroende : en studie om personer som fått sitt körkort återkallat på grund av synfältsbortfall","Changes in transport-related well-being and trust in authorities: a study of people with impaired vision",Publication,VTI,Sweden,,government,,2021-10-28,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=761&pid=diva2%3A1617036&c=715&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-f6f583af6ac62fc6dc9ac4ed909ec8e2,,,"Stroke|Driver's license|Public transport",swe,,
vtise-ffb337b8feeb20f2809ad93fcb86b551,"Förändringar i transportrelaterad välfärd och myndighetsförtroende : en studie om personer som fått sitt körkort återkallat på grund av synfältsbortfall","Changes in transport-related well-being and trust in authorities: a study of people with impaired vision",Publication,VTI,Sweden,,government,,2021-10-28,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=5742&pid=diva2%3A1617036&c=1410&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-ffb337b8feeb20f2809ad93fcb86b551,,,"Content analysis|Health|Disability",swe,,
vtise-69fd140344403d94ca49a37711018148,"Förändringar i transportrelaterad välfärd och myndighetsförtroende : en studie om personer som fått sitt körkort återkallat på grund av synfältsbortfall","Changes in transport-related well-being and trust in authorities: a study of people with impaired vision",Publication,VTI,Sweden,,government,,2021-10-28,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-3417&pid=diva2%3A1617036&c=1530&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-69fd140344403d94ca49a37711018148,,,"Content analysis|Health|Disability",swe,,
worldbank-14c08f3b32f989e9aa753da64b5e839d,"Building an Equitable Society in Colombia",,Publication,"World Bank",IGO,,igo,"development bank",2021-10-26,0,1,https://hdl.handle.net/10986/36535,https://app.overton.io/document.php?policy_document_id=worldbank-14c08f3b32f989e9aa753da64b5e839d,,,"Economic inequality|Labour economics|Poverty",eng,,
vtise-d094d6fe5e0c8896bc3b6bdc0d2ab133,"Äldre bilförare : En litteraturgenomgång","Older drivers : A literature review",Publication,VTI,Sweden,,government,,2021-10-13,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=932&pid=diva2%3A1603222&c=1444&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-d094d6fe5e0c8896bc3b6bdc0d2ab133,,,"Diabetes|Dementia|Cardiovascular disease",swe,,
vtise-1d09d1f441a8983eb5018ba4338471d7,"Äldre bilförare : En litteraturgenomgång","Older drivers : A literature review",Publication,VTI,Sweden,,government,,2021-10-13,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-423&pid=diva2%3A1603222&c=943&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-1d09d1f441a8983eb5018ba4338471d7,,,"Diabetes|Dementia|Cardiovascular disease",swe,,
vtise-906f896ed413862a9139ab5f0635c72f,"Äldre bilförare : En litteraturgenomgång","Older drivers : A literature review",Publication,VTI,Sweden,,government,,2021-10-13,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-1416&pid=diva2%3A1603222&c=1527&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-906f896ed413862a9139ab5f0635c72f,,,"Diabetes|Dementia|Cardiovascular disease",swe,,
vtise-9ffc88cbd1f8f6b43b21afe368ce133f,"Äldre bilförare : En litteraturgenomgång","Older drivers : A literature review",Publication,VTI,Sweden,,government,,2021-10-13,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=761&pid=diva2%3A1603222&c=767&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-9ffc88cbd1f8f6b43b21afe368ce133f,,,"Diabetes|Dementia|Cardiovascular disease",swe,,
vtise-a7337a8a68748a515be9e56d40931a2c,"Äldre bilförare : En litteraturgenomgång","Older drivers : A literature review",Publication,VTI,Sweden,,government,,2021-10-13,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=4798&pid=diva2%3A1603222&c=849&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-a7337a8a68748a515be9e56d40931a2c,,,"Diabetes|Dementia|Cardiovascular disease",swe,,
vtise-b25472dad3fc5622a838236d133d088d,"Äldre bilförare : En litteraturgenomgång","Older drivers : A literature review",Publication,VTI,Sweden,,government,,2021-10-13,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=5742&pid=diva2%3A1603222&c=1462&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-b25472dad3fc5622a838236d133d088d,,,"Diabetes|Dementia|Cardiovascular disease",swe,,
vtise-f03ef40ec31ae5dfde1a15f1e8a27821,"Äldre bilförare : En litteraturgenomgång","Older drivers : A literature review",Publication,VTI,Sweden,,government,,2021-10-13,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-6094&pid=diva2%3A1603222&c=1528&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-f03ef40ec31ae5dfde1a15f1e8a27821,,,"Diabetes|Dementia|Cardiovascular disease",swe,,
